"selection_algorithm","predictors_chosen","num_predictors","PRESS","MSEP","AIC","SBC","SBIC","RMSE","MSE","MAE","Adj_Rsquare","Pred_Rquare","RSquare","Coef_Determ","Coef_Var","Total_SS","Reg_SS","Err_SS","RMS","EMS","Function_Used","KS_Stat","KS_Pvalues","Params","target_name"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC X3SsnPorch",27,26.3370130833231,24.6837676093207,-1733.3740598702,-1458.56337241663,-5914.97159968731,0.131173231819473,0.0172064167459651,0.0950023690392546,0.892306715343921,0.886862871085247,0.896002435476251,0.946574051765762,1.09092762254337+0i,232.788416463774,208.578988102201,24.2094283615729,4.17157976204403,0.0172064167459651,"ols_step_forward_p",0.0504239801957671,0.0490352028856472,"target=Log_SalePrice imb=0.5 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual OverallCond YearRemodAdd MasVnrArea BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",30,26.2568777506089,24.5592888055774,-1737.80937018821,-1447.14421999694,-5919.0524762083,0.130844216369509,0.0171202089573509,0.0947980621617907,0.892846281486941,0.887207112151584,0.896744117506976,0.946965742520275,1.08819130174354+0i,232.788416463774,208.751643087653,24.0367733761206,3.93871024693686,0.0171202089573509,"ols_step_backward_p",0.0435596284731919,0.125616894939347,"target=Log_SalePrice imb=0.5 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC X3SsnPorch",27,26.3370130833231,24.6837676093207,-1733.3740598702,-1458.56337241663,-5914.97159968731,0.131173231819473,0.0172064167459651,0.0950023690392546,0.892306715343921,0.886862871085247,0.896002435476251,0.946574051765762,1.09092762254337+0i,232.788416463774,208.578988102201,24.2094283615729,4.17157976204403,0.0172064167459651,"ols_step_both_p",0.0504239801957671,0.0490352028856472,"target=Log_SalePrice imb=0.5 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","OpenPorchSF Neighborhood YearRemodAdd WoodDeckSF TotRmsAbvGrd MasVnrArea BsmtExposure BsmtFinSF2 GarageYrBlt LotFrontage",10,53.0908940750846,50.714987379262,-700.261155317786,-515.292423377885,-4883.36177740912,0.188004282154111,0.0353456101082824,0.137903855139987,0.778775272798931,0.771934983357102,0.783785853442469,0.885316809646394,1.56357407462999+0i,232.788416463774,182.45626766958,50.3321487941942,5.5289778081691,0.0353456101082824,"ols_step_best_subset",0.0415396230388742,0.161366158624782,"target=Log_SalePrice imb=0.5 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu X3SsnPorch HeatingQC",31,1468090130371.15,1254252532739.89,34216.3022195398,34522.8218324688,30031.2780005296,29590.430693002,875593588.597353,20321.325994018,0.861444955732302,0.84055425435406,0.866770338353435,0.9310050152139,16.3543653888706+0i,9207458778054.45,7980752160429.55,1226706617624.89,142513431436.242,875593588.597353,"ols_step_forward_aic",0.0360155169512163,0.30057306674634,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",33,1468382860418.04,1252625629361,34216.3620525583,34533.4513073124,30031.6014953005,29571.5894417334,874478902.11044,20307.5444981574,0.861621345141213,0.840522461646219,0.867129898320217,0.931198098322917,16.3439519984463+0i,9207458778054.45,7984062794001.94,1223395984052.5,137656255068.999,874478902.11044,"ols_step_backward_aic",0.0387655825297031,0.223121589639246,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu X3SsnPorch HeatingQC",31,1468090130371.15,1254252532739.89,34216.3022195398,34522.8218324688,30031.2780005296,29590.430693002,875593588.597353,20321.325994018,0.861444955732302,0.84055425435406,0.866770338353435,0.9310050152139,16.3543653888706+0i,9207458778054.45,7980752160429.55,1226706617624.89,142513431436.242,875593588.597353,"ols_step_both_aic",0.0360155169512163,0.30057306674634,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",26,1434768606178.83,1264180351631.13,34222.9041675883,34502.9996759544,30037.2738241285,29706.4191801792,882471340.508519,20407.6943509286,0.860356611513107,0.844173225124989,0.86524460932562,0.930185255379605,16.4184711844192+0i,9207458778054.45,7966704073299.47,1240754704754.98,156209883790.186,882471340.508519,"ols_step_forward_p",0.0338657648331957,0.372985450828726,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",30,1468654533058.34,1255418620030.51,34216.6799016011,34517.9146936175,30031.5284100964,29604.0048950871,876397105.828341,20374.3599055624,0.86131780614263,0.840492955932769,0.866552892389819,0.930888227656693,16.3618677284974+0i,9207458778054.45,7978750035683.11,1228708742371.33,145068182466.966,876397105.828341,"ols_step_backward_p",0.0366195911851232,0.28212038251328,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",26,1434768606178.83,1264180351631.13,34222.9041675883,34502.9996759544,30037.2738241285,29706.4191801792,882471340.508519,20407.6943509286,0.860356611513107,0.844173225124989,0.86524460932562,0.930185255379605,16.4184711844192+0i,9207458778054.45,7966704073299.47,1240754704754.98,156209883790.186,882471340.508519,"ols_step_both_p",0.0338657648331957,0.372985450828726,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","FireplaceQu FullBath LotShape GarageCars PoolQC BsmtCond HalfBath GarageFinish PoolArea",9,3768814153589.88,3591561028351.28,35678.5244209849,35736.6574510232,31541.0376843192,49632.0299722829,2463338399.16959,34778.2038132676,0.610198195386494,0.590678139925787,0.612606030830229,0.78269152980611,27.4311773822899+0i,9207458778054.44,5640544776056.88,3566914001997.56,626727197339.653,2463338399.16959,"ols_step_best_subset",0.0403074996403761,0.186880169448173,"target=SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold BsmtFinSF2 BsmtFinType2 ExterCond ExterQual",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_forward_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_backward_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold BsmtFinSF2 BsmtFinType2 ExterCond ExterQual",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_both_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold",29,26.2185958698483,24.481532539552,-1739.41073152647,-1443.46076042263,-5924.68646526232,0.130729283268515,0.0170901455038995,0.0942722610683819,0.893034445710676,0.88737156140272,0.896998851978091,0.947100233332297,1.08723543831866+0i,232.788416463774,208.810942321803,23.977474141971,3.86686930225561,0.0170901455038995,"ols_step_forward_p",0.044255371559715,0.1149141629847,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",31,26.1615012328867,24.394751643775,-1742.63303892302,-1436.11342599404,-5927.65725793317,0.130498942868784,0.01702997408987,0.0941453906400364,0.893411052723915,0.88761682548342,0.897507813909544,0.94736889008957,1.08531976771141+0i,232.788416463774,208.929422763866,23.8589936999079,3.73088254935475,0.01702997408987,"ols_step_backward_p",0.0408330677287091,0.175635240954931,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold",29,26.2185958698483,24.481532539552,-1739.41073152647,-1443.46076042263,-5924.68646526232,0.130729283268515,0.0170901455038995,0.0942722610683819,0.893034445710676,0.88737156140272,0.896998851978091,0.947100233332297,1.08723543831866+0i,232.788416463774,208.810942321803,23.977474141971,3.86686930225561,0.0170901455038995,"ols_step_both_p",0.044255371559715,0.1149141629847,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","FullBath WoodDeckSF BsmtExposure PoolQC ScreenPorch GarageArea KitchenQual",7,70.6208252280451,70.0503279188216,-278.316359637896,-230.752971424778,-4415.85290748056,0.219192508309849,0.0480453556991632,0.165330523535603,0.699288803467701,0.696630844864076,0.700733538111302,0.83709828461854,1.82295700618916+0i,232.788416463775,163.122650699988,69.6657657637867,23.303235814284,0.0480453556991632,"ols_step_best_subset",0.0270597050989507,0.659643121348355,"target=Log_SalePrice imb=0.6 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu X3SsnPorch HeatingQC",31,1468090130371.15,1254252532739.89,34216.3022195398,34522.8218324688,30031.2780005296,29590.430693002,875593588.597353,20321.325994018,0.861444955732302,0.84055425435406,0.866770338353435,0.9310050152139,16.3543653888706+0i,9207458778054.45,7980752160429.55,1226706617624.89,142513431436.242,875593588.597353,"ols_step_forward_aic",0.0360155169512163,0.30057306674634,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",33,1468382860418.04,1252625629361,34216.3620525583,34533.4513073124,30031.6014953005,29571.5894417334,874478902.11044,20307.5444981574,0.861621345141213,0.840522461646219,0.867129898320217,0.931198098322917,16.3439519984463+0i,9207458778054.45,7984062794001.94,1223395984052.5,137656255068.999,874478902.11044,"ols_step_backward_aic",0.0387655825297031,0.223121589639246,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu X3SsnPorch HeatingQC",31,1468090130371.15,1254252532739.89,34216.3022195398,34522.8218324688,30031.2780005296,29590.430693002,875593588.597353,20321.325994018,0.861444955732302,0.84055425435406,0.866770338353435,0.9310050152139,16.3543653888706+0i,9207458778054.45,7980752160429.55,1226706617624.89,142513431436.242,875593588.597353,"ols_step_both_aic",0.0360155169512163,0.30057306674634,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",26,1434768606178.83,1264180351631.13,34222.9041675883,34502.9996759544,30037.2738241285,29706.4191801792,882471340.508519,20407.6943509286,0.860356611513107,0.844173225124989,0.86524460932562,0.930185255379605,16.4184711844192+0i,9207458778054.45,7966704073299.47,1240754704754.98,156209883790.186,882471340.508519,"ols_step_forward_p",0.0338657648331957,0.372985450828726,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
