"selection_algorithm","predictors_chosen","num_predictors","PRESS","MSEP","AIC","SBC","SBIC","RMSE","MSE","MAE","Adj_Rsquare","Pred_Rquare","RSquare","Coef_Determ","Coef_Var","Total_SS","Reg_SS","Err_SS","RMS","EMS","Function_Used","KS_Stat","KS_Pvalues","Params","target_name"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",30,1468654533058.34,1255418620030.51,34216.6799016011,34517.9146936175,30031.5284100964,29604.0048950871,876397105.828341,20374.3599055624,0.86131780614263,0.840492955932769,0.866552892389819,0.930888227656693,16.3618677284974+0i,9207458778054.45,7978750035683.11,1228708742371.33,145068182466.966,876397105.828341,"ols_step_backward_p",0.0366195911851232,0.28212038251328,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",26,1434768606178.83,1264180351631.13,34222.9041675883,34502.9996759544,30037.2738241285,29706.4191801792,882471340.508519,20407.6943509286,0.860356611513107,0.844173225124989,0.86524460932562,0.930185255379605,16.4184711844192+0i,9207458778054.45,7966704073299.47,1240754704754.98,156209883790.186,882471340.508519,"ols_step_both_p",0.0338657648331957,0.372985450828726,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","Neighborhood ScreenPorch GarageYrBlt BsmtFinType1 OverallCond WoodDeckSF BedroomAbvGr ExterQual BsmtQual",9,2814742037301.53,2683832697340.97,35299.7491686371,35479.4330796644,31116.5864911308,43248.8916088808,1870466625.39672,29386.1093535101,0.70401497971421,0.694297622704505,0.71051568022838,0.842920921693358,23.9032741149852+0i,9207458778054.48,6542043836864.15,2665414941190.32,204438869902.005,1870466625.39672,"ols_step_best_subset",0.0258167694768106,0.715937371208753,"target=SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold BsmtFinSF2 BsmtFinType2 ExterCond ExterQual",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_forward_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_backward_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold BsmtFinSF2 BsmtFinType2 ExterCond ExterQual",33,26.1619962272078,24.3423953028528,-1743.81333384473,-1426.72407909062,-5928.57389110253,0.13036039770279,0.0169938332892295,0.0938150127445741,0.89363725447112,0.887614699113351,0.897871323956827,0.947560723097379,1.08416752996858+0i,232.788416463774,209.014043692142,23.7743727716321,3.60369040848521,0.0169938332892295,"ols_step_both_aic",0.0401443760923872,0.19048243618117,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold",29,26.2185958698483,24.481532539552,-1739.41073152647,-1443.46076042263,-5924.68646526232,0.130729283268515,0.0170901455038995,0.0942722610683819,0.893034445710676,0.88737156140272,0.896998851978091,0.947100233332297,1.08723543831866+0i,232.788416463774,208.810942321803,23.977474141971,3.86686930225561,0.0170901455038995,"ols_step_forward_p",0.044255371559715,0.1149141629847,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",31,26.1615012328867,24.394751643775,-1742.63303892302,-1436.11342599404,-5927.65725793317,0.130498942868784,0.01702997408987,0.0941453906400364,0.893411052723915,0.88761682548342,0.897507813909544,0.94736889008957,1.08531976771141+0i,232.788416463774,208.929422763866,23.8589936999079,3.73088254935475,0.01702997408987,"ols_step_backward_p",0.0408330677287091,0.175635240954931,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond KitchenQual FullBath HalfBath BsmtExposure HeatingQC BsmtFullBath LotFrontage ScreenPorch WoodDeckSF Functional PavedDrive KitchenAbvGr GarageFinish OpenPorchSF MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold",29,26.2185958698483,24.481532539552,-1739.41073152647,-1443.46076042263,-5924.68646526232,0.130729283268515,0.0170901455038995,0.0942722610683819,0.893034445710676,0.88737156140272,0.896998851978091,0.947100233332297,1.08723543831866+0i,232.788416463774,208.810942321803,23.977474141971,3.86686930225561,0.0170901455038995,"ols_step_both_p",0.044255371559715,0.1149141629847,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","OverallQual BsmtQual BsmtFinType2 YearRemodAdd HalfBath BsmtCond LotFrontage PavedDrive",8,57.9549389998179,57.3427653232611,-569.166794808036,-516.31858568235,-4706.67983354814,0.198316949315653,0.0393296123858672,0.147289987443734,0.753839791014148,0.751040279923738,0.755191391338023,0.869017486209583,1.64934137114752+0i,232.788416463776,175.799808116654,56.9886083471215,21.9749760145818,0.0393296123858672,"ols_step_best_subset",0.0401241619351436,0.190932568268707,"target=Log_SalePrice imb=0.7 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath LotConfig BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu MSZoning X3SsnPorch HeatingQC",33,1452969338255.77,1228214519538.33,34199.6681063644,34548.4662865939,30003.211996774,29345.0216300476,861130294.46796,19925.143087205,0.863733645810041,0.842196487295838,0.869719264662585,0.93258740322963,16.2187300029941+0i,9207458778054.45,8007904277860.58,1199554500193.87,125123504341.572,861130294.46796,"ols_step_forward_aic",0.0373830281935784,0.259939760826925,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",35,1452180891324.79,1225897095986.57,34198.8638864228,34558.2317084775,30002.7024921463,29317.7684609046,859531547.527213,19895.2527269247,0.863986633561473,0.84228211862474,0.870147843022656,0.932817154121136,16.2036674210807+0i,9207458778054.45,8011850395444.09,1195608382610.35,121391672658.244,859531547.527213,"ols_step_backward_aic",0.0353235346381337,0.322735458604551,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath LotConfig BedroomAbvGr HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional ExterCond PoolArea FireplaceQu MSZoning X3SsnPorch HeatingQC",33,1452969338255.77,1228214519538.33,34199.6681063644,34548.4662865939,30003.211996774,29345.0216300476,861130294.46796,19925.143087205,0.863733645810041,0.842196487295838,0.869719264662585,0.93258740322963,16.2187300029941+0i,9207458778054.45,8007904277860.58,1199554500193.87,125123504341.572,861130294.46796,"ols_step_both_aic",0.0373830281935784,0.259939760826925,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr LotConfig HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",27,1422420327609.31,1246178313092.84,34208.9729380392,34510.2077300556,30017.5817889026,29525.8650651958,871776707.848147,20156.8589632599,0.862048943801718,0.845514342024578,0.867256430480446,0.931266036361493,16.3186805460355+0i,9207458778054.44,7985227833651.33,1222230944403.1,145185960611.842,871776707.848147,"ols_step_forward_p",0.0360136365644959,0.300631807541095,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual OverallCond MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtCond BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea PoolQC",35,1452180891324.79,1225897095986.57,34198.8638864228,34558.2317084775,30002.7024921463,29317.7684609046,859531547.527213,19895.2527269247,0.863986633561473,0.84228211862474,0.870147843022656,0.932817154121136,16.2036674210807+0i,9207458778054.45,8011850395444.09,1195608382610.35,121391672658.244,859531547.527213,"ols_step_backward_p",0.0353235346381337,0.322735458604551,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd BsmtExposure GarageArea KitchenQual LotArea Fireplaces BsmtQual MasVnrArea PoolQC BsmtFinType1 MasVnrType ExterQual OpenPorchSF LotFrontage OverallCond BsmtCond KitchenAbvGr FullBath BedroomAbvGr LotConfig HalfBath BsmtFullBath WoodDeckSF ScreenPorch Functional",27,1422420327609.31,1246178313092.84,34208.9729380392,34510.2077300556,30017.5817889026,29525.8650651958,871776707.848147,20156.8589632599,0.862048943801718,0.845514342024578,0.867256430480446,0.931266036361493,16.3186805460355+0i,9207458778054.44,7985227833651.33,1222230944403.1,145185960611.842,871776707.848147,"ols_step_both_p",0.0360136365644959,0.300631807541095,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","Fireplaces TotRmsAbvGrd PoolQC LotShape BsmtCond Neighborhood OverallCond WoodDeckSF PoolArea",9,2740908746927.45,2529168489224.27,35213.2091477936,35392.893058821,31030.0464702874,41984.2252210862,1762675167.41489,28727.6900577041,0.721072037265622,0.702316479172269,0.727198114690124,0.852759118796231,23.2043043562953+0i,9207458778054.46,6695646664488.24,2511812113566.22,209238958265.258,1762675167.41489,"ols_step_best_subset",0.0620269064535813,0.00731232934235948,"target=SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond MSZoning FullBath KitchenQual GarageFinish BsmtExposure HalfBath HeatingQC BsmtFullBath ScreenPorch Functional WoodDeckSF LotFrontage LotConfig PavedDrive OpenPorchSF KitchenAbvGr MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold GarageCars ExterCond BsmtFinSF2 BsmtFinType2 ExterQual",36,25.0683212776462,22.9132961430958,-1817.10247648255,-1452.44983351532,-6013.11188192422,0.126750880437133,0.0160657856915884,0.0915137822261029,0.899445813893034,0.89231284933137,0.904069788134054,0.950825845322925,1.05414827958851+0i,232.788416463775,210.456974352467,22.3314421113079,3.14114887093234,0.0160657856915884,"ols_step_forward_aic",0.0380792413767816,0.240875030968909,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea ExterQual ExterCond BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageCars GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",36,25.0683212776462,22.9132961430958,-1817.10247648255,-1452.44983351532,-6013.11188192422,0.126750880437133,0.0160657856915884,0.0915137822261029,0.899445813893034,0.89231284933137,0.904069788134054,0.950825845322925,1.05414827958851+0i,232.788416463775,210.456974352467,22.3314421113079,3.14114887093234,0.0160657856915884,"ols_step_backward_aic",0.0380792413767816,0.240875030968909,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond MSZoning FullBath KitchenQual GarageFinish BsmtExposure HalfBath HeatingQC BsmtFullBath ScreenPorch Functional WoodDeckSF LotFrontage LotConfig PavedDrive OpenPorchSF KitchenAbvGr MasVnrArea PoolQC MasVnrType X3SsnPorch YrSold GarageCars ExterCond BsmtFinSF2 BsmtFinType2 ExterQual",36,25.0683212776462,22.9132961430958,-1817.10247648255,-1452.44983351532,-6013.11188192422,0.126750880437133,0.0160657856915884,0.0915137822261029,0.899445813893034,0.89231284933137,0.904069788134054,0.950825845322925,1.05414827958851+0i,232.788416463775,210.456974352467,22.3314421113079,3.14114887093234,0.0160657856915884,"ols_step_both_aic",0.0380792413767816,0.240875030968909,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond MSZoning FullBath KitchenQual GarageFinish BsmtExposure HalfBath HeatingQC BsmtFullBath ScreenPorch Functional WoodDeckSF LotFrontage LotConfig PavedDrive OpenPorchSF KitchenAbvGr MasVnrArea PoolQC MasVnrType X3SsnPorch",30,25.1803546413333,23.1367052813712,-1808.80796157649,-1475.86424408467,-6005.68308769883,0.12736152173046,0.0162209572174984,0.0922552785703551,0.898474610442772,0.891831582413587,0.902725158667199,0.950118497171379,1.059226796334+0i,232.788416463775,210.143960188147,22.6444562756277,3.44498295390405,0.0162209572174984,"ols_step_forward_p",0.0414940236609062,0.162258308159236,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual OverallCond YearRemodAdd MasVnrType MasVnrArea BsmtQual BsmtExposure BsmtFinType1 BsmtFinType2 BsmtFinSF2 HeatingQC BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces GarageFinish GarageCars GarageArea PavedDrive WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolQC YrSold",34,25.0599258696837,22.957911156524,-1816.21425459701,-1462.13125345491,-6012.52454804014,0.126872294605946,0.0160965791385779,0.0919199078362268,0.899253080710923,0.89234891387483,0.903747624124643,0.950656417495113,1.05515804407085+0i,232.788416463775,210.381978302874,22.4064381609004,3.23664582004422,0.0160965791385779,"ols_step_backward_p",0.0401269825152241,0.190869709465133,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFinType1 Fireplaces YearRemodAdd LotArea BsmtQual OverallCond MSZoning FullBath KitchenQual GarageFinish BsmtExposure HalfBath HeatingQC BsmtFullBath ScreenPorch Functional WoodDeckSF LotFrontage LotConfig PavedDrive OpenPorchSF KitchenAbvGr MasVnrArea PoolQC MasVnrType X3SsnPorch",30,25.1803546413333,23.1367052813712,-1808.80796157649,-1475.86424408467,-6005.68308769883,0.12736152173046,0.0162209572174984,0.0922552785703551,0.898474610442772,0.891831582413587,0.902725158667199,0.950118497171379,1.059226796334+0i,232.788416463775,210.143960188147,22.6444562756277,3.44498295390405,0.0162209572174984,"ols_step_both_p",0.0414940236609062,0.162258308159236,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","BsmtQual OverallQual OverallCond MasVnrType MasVnrArea WoodDeckSF LotShape TotRmsAbvGrd GarageFinish",9,48.2605975861136,47.7734191305252,-830.371732272903,-761.669060409511,-4971.83065773267,0.181139727471624,0.0328116008684944,0.137739506414191,0.794635389545529,0.792684712069324,0.79618584302185,0.892292464958575,1.50648367428147+0i,232.788416463775,185.342841607932,47.4455748558428,16.8493492370848,0.0328116008684944,"ols_step_best_subset",0.0400630493667328,0.192298470212617,"target=Log_SalePrice imb=0.8 vif=10 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea LotArea BsmtFullBath Fireplaces YearRemodAdd MasVnrArea FireplaceQu KitchenAbvGr FullBath LotFrontage BedroomAbvGr PoolArea OpenPorchSF WoodDeckSF ScreenPorch BsmtHalfBath HalfBath X3SsnPorch",21,1586757785611.48,1430185326060.06,34401.881313809,34666.1223594374,30211.7842954194,31618.1926604205,999710107.11147,21538.5062850541,0.841804599817151,0.827666045120566,0.847016253357835,0.920334859362523,17.475091223546+0i,9207458778054.45,7798867237134.38,1408591540920.06,162476400773.633,999710107.11147,"ols_step_forward_aic",0.0421074998284148,0.15057996160849,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual YearRemodAdd MasVnrArea BsmtFullBath BsmtHalfBath FullBath HalfBath BedroomAbvGr KitchenAbvGr TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea",21,1586757785611.48,1430185326060.06,34401.881313809,34666.1223594374,30211.7842954194,31618.1926604205,999710107.11147,21538.5062850541,0.841804599817151,0.827666045120566,0.847016253357835,0.920334859362523,17.475091223546+0i,9207458778054.45,7798867237134.38,1408591540920.06,162476400773.633,999710107.11147,"ols_step_backward_aic",0.0421074998284148,0.15057996160849,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea LotArea BsmtFullBath Fireplaces YearRemodAdd MasVnrArea FireplaceQu KitchenAbvGr FullBath LotFrontage BedroomAbvGr PoolArea OpenPorchSF WoodDeckSF ScreenPorch BsmtHalfBath HalfBath X3SsnPorch",21,1586757785611.48,1430185326060.06,34401.881313809,34666.1223594374,30211.7842954194,31618.1926604205,999710107.11147,21538.5062850541,0.841804599817151,0.827666045120566,0.847016253357835,0.920334859362523,17.475091223546+0i,9207458778054.45,7798867237134.38,1408591540920.06,162476400773.633,999710107.11147,"ols_step_both_aic",0.0421074998284148,0.15057996160849,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea LotArea BsmtFullBath Fireplaces YearRemodAdd MasVnrArea LotFrontage FireplaceQu KitchenAbvGr FullBath BedroomAbvGr PoolArea OpenPorchSF WoodDeckSF ScreenPorch BsmtHalfBath HalfBath",20,1586562986537.02,1431480746589.62,34402.2170043623,34661.1732290782,30212.0197109807,31632.3056027094,1000602757.7432,21517.2750445434,0.84166334564466,0.827687201780526,0.846770979656123,0.920201597290574,17.4828913200468+0i,9207458778054.45,7796608889636.53,1410849888417.92,165885295524.181,1000602757.7432,"ols_step_forward_p",0.0414220988688535,0.163673486005654,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearRemodAdd MasVnrArea BsmtFullBath BsmtHalfBath FullBath HalfBath BedroomAbvGr KitchenAbvGr TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea",20,1586562986537.02,1431480746589.62,34402.2170043623,34661.1732290782,30212.0197109807,31632.3056027094,1000602757.7432,21517.2750445434,0.84166334564466,0.827687201780526,0.846770979656123,0.920201597290574,17.4828913200468+0i,9207458778054.45,7796608889636.53,1410849888417.92,165885295524.181,1000602757.7432,"ols_step_backward_p",0.0414220988688535,0.163673486005654,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","OverallQual Neighborhood TotRmsAbvGrd GarageArea LotArea BsmtFullBath Fireplaces YearRemodAdd MasVnrArea LotFrontage FireplaceQu KitchenAbvGr FullBath BedroomAbvGr PoolArea OpenPorchSF WoodDeckSF ScreenPorch BsmtHalfBath HalfBath",20,1586562986537.02,1431480746589.62,34402.2170043623,34661.1732290782,30212.0197109807,31632.3056027094,1000602757.7432,21517.2750445434,0.84166334564466,0.827687201780526,0.846770979656123,0.920201597290574,17.4828913200468+0i,9207458778054.45,7796608889636.53,1410849888417.92,165885295524.181,1000602757.7432,"ols_step_both_p",0.0414220988688535,0.163673486005654,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","LotArea HalfBath OpenPorchSF WoodDeckSF LowQualFinSF BedroomAbvGr TotRmsAbvGrd ScreenPorch",8,4882053704229.68,4804378699742.89,36101.7233560179,36154.5715651436,31964.2103172778,57403.6004827505,3295173348.38324,40712.4797411832,0.478567573928488,0.469771864103718,0.48143062088015,0.693852016556953,31.7264546322969+0i,9207458778054.46,4432752596247.15,4774706181807.31,554094074530.893,3295173348.38324,"ols_step_best_subset",0.0461860586248169,0.0890868921640234,"target=SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","OverallQual Neighborhood TotRmsAbvGrd GarageArea BsmtFullBath YearRemodAdd Fireplaces LotArea KitchenAbvGr FullBath HalfBath WoodDeckSF ScreenPorch LotFrontage OpenPorchSF MasVnrArea BsmtHalfBath GarageYrBlt FireplaceQu X3SsnPorch YrSold PoolArea GarageCars",23,30.4495352146426,28.4728906434202,-1521.08658705087,-1246.2758995973,-5710.97410554602,0.141078961819314,0.0199032734680154,0.102848279118137,0.875427352084716,0.869196518979796,0.879702322843648,0.937924476087306,1.17331054723304+0i,232.788416463774,204.784510694276,28.0039057694976,4.09569021388553,0.0199032734680154,"ols_step_forward_aic",0.0442661837833569,0.11475395129505,"target=Log_SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual YearRemodAdd MasVnrArea BsmtFullBath BsmtHalfBath FullBath HalfBath KitchenAbvGr TotRmsAbvGrd Fireplaces FireplaceQu GarageYrBlt GarageCars GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch PoolArea YrSold",23,30.4495352146426,28.4728906434202,-1521.08658705087,-1246.2758995973,-5710.97410554602,0.141078961819314,0.0199032734680154,0.102848279118137,0.875427352084716,0.869196518979796,0.879702322843648,0.937924476087306,1.17331054723304+0i,232.788416463774,204.784510694276,28.0039057694976,4.09569021388553,0.0199032734680154,"ols_step_backward_aic",0.0442661837833569,0.11475395129505,"target=Log_SalePrice imb=0.5 vif=10 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
