"selection_algorithm","predictors_chosen","num_predictors","PRESS","MSEP","AIC","SBC","SBIC","RMSE","MSE","MAE","Adj_Rsquare","Pred_Rquare","RSquare","Coef_Determ","Coef_Var","Total_SS","Reg_SS","Err_SS","RMS","EMS","Function_Used","KS_Stat","KS_Pvalues","Params","target_name"
"Backward (p-values)","LotFrontage LotArea Neighborhood HouseStyle OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea TotalIndoorSF",26,Inf,903664822917.974,33785.423347258,34202.9241993509,29548.8443689322,25351.4376371189,642695390.268729,16699.4252302956,0.89829906316242,-Inf,0.903673786660357,0.950617581712203,14.0115119834556+0i,9207458778054.44,8320539139483.6,886919638570.846,108058949863.423,642695390.268729,"ols_step_backward_p",0.0483644866403225,0.0659736380086215,"target=SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr BsmtFinSF2 LotFrontage YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea WoodDeckSF Exterior1st ScreenPorch OpenPorchSF TotRmsAbvGrd",23,Inf,917524381819.767,33784.6705677838,34133.4687480133,29567.2812205767,25452.2846993252,647818796.415502,16797.0904406215,0.897488328850621,-Inf,0.901991243712364,0.94973219578593,14.0672492493584+0i,9207458778054.45,8305047194647.65,902411583406.794,129766362416.37,647818796.415502,"ols_step_both_p",0.0429029034111156,0.136453446637654,"target=SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","ExterQual BsmtFinSF1 LowQualFinSF Fireplaces LotFrontage LotShape YearBuilt FireplaceQu",8,2966294596895.22,2853915540265.77,35358.3447508089,35453.4715272351,31204.9320621615,44365.2851521173,1968278526.62868,30214.3676601443,0.688537099928896,0.677837862932905,0.691957420039492,0.83183978026991,24.5202948036426+0i,9207458778054.49,6371169421182.57,2836289356871.92,398198088823.911,1968278526.62868,"ols_step_best_subset",0.0396169276173338,0.202500797346276,"target=SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 MasVnrType GarageCars OpenPorchSF YrSold X3SsnPorch BsmtFinSF1 BsmtFullBath",26,Inf,21.0844252753832,-1928.15127640135,-1563.49863343412,-6145.1390991092,0.122014636622096,0.0148875715500221,0.0841475675392388,0.906820141320229,-Inf,0.9111050078484,0.954518207185384,1.01475838933989+0i,232.788416463774,212.094692009243,20.6937244545307,3.16559241804841,0.0148875715500221,"ols_step_forward_aic",0.0463162754051999,0.0875358653441882,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BsmtFullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",26,Inf,21.0844252753832,-1928.15127640135,-1563.49863343412,-6145.1390991092,0.122014636622096,0.0148875715500221,0.0841475675392388,0.906820141320229,-Inf,0.9111050078484,0.954518207185384,1.01475838933989+0i,232.788416463774,212.094692009243,20.6937244545307,3.16559241804841,0.0148875715500221,"ols_step_backward_aic",0.0463162754051999,0.0875358653441882,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr KitchenQual LotArea YearBuilt TotRmsAbvGrd ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 MasVnrType GarageCars OpenPorchSF YrSold X3SsnPorch BsmtFinSF1 BsmtFullBath",26,Inf,21.0844252753832,-1928.15127640135,-1563.49863343412,-6145.1390991092,0.122014636622096,0.0148875715500221,0.0841475675392388,0.906820141320229,-Inf,0.9111050078484,0.954518207185384,1.01475838933989+0i,232.788416463774,212.094692009243,20.6937244545307,3.16559241804841,0.0148875715500221,"ols_step_both_aic",0.0463162754051999,0.0875358653441882,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 MasVnrType GarageCars",21,Inf,21.2283177901532,-1923.14581624527,-1584.91727784088,-6140.78756138019,0.12242414102012,0.0149876703045142,0.0845198682342522,0.906193632976256,-Inf,0.910185393275138,0.954036368947819,1.01816411208653+0i,232.788416463774,211.880616388977,20.9078000747973,3.4174292965964,0.0149876703045142,"ols_step_forward_p",0.0483832905075258,0.0657988376098778,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BsmtFullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF ScreenPorch YrSold TotalIndoorSF",25,Inf,21.1054546604126,-1927.67858309368,-1568.31076103901,-6144.80331309995,0.122074242086004,0.0149021205808724,0.0841651358891713,0.906729080354779,-Inf,0.910954118581673,0.954439164421532,1.01525410974055+0i,232.788416463774,212.059566735781,20.7288497279935,3.21302373842092,0.0149021205808724,"ols_step_backward_p",0.0456299342522784,0.0959725966276499,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea Fireplaces KitchenAbvGr YearBuilt TotRmsAbvGrd LotArea KitchenQual ScreenPorch WoodDeckSF Exterior1st LotFrontage ExterQual HalfBath BsmtFinSF2 MasVnrType GarageCars",21,Inf,21.2283177901532,-1923.14581624527,-1584.91727784088,-6140.78756138019,0.12242414102012,0.0149876703045142,0.0845198682342522,0.906193632976256,-Inf,0.910185393275138,0.954036368947819,1.01816411208653+0i,232.788416463774,211.880616388977,20.9078000747973,3.4174292965964,0.0149876703045142,"ols_step_both_p",0.0483832905075258,0.0657988376098778,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","WoodDeckSF OverallQual LotArea HalfBath KitchenQual Exterior2nd Neighborhood GarageArea",8,42.1023602853991,39.1910277749107,-1050.07991630231,-801.693333411583,-5261.12039950046,0.166085105834107,0.0275842623799265,0.122671666848495,0.827352791440089,0.819138937731676,0.832685066241184,0.912515789584588,1.3812789936961+0i,232.788416463774,193.839437983318,38.9489784804562,4.30754306629595,0.0275842623799265,"ols_step_best_subset",0.036110476480593,0.297617163159515,"target=Log_SalePrice imb=0.65 vif=50 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual LotConfig GarageCond ScreenPorch Foundation OpenPorchSF WoodDeckSF GarageCars ExterCond RoofStyle GarageYrBlt",35,Inf,869153061855.298,33737.4446623447,34202.5089026507,29502.3807736442,24865.4814389233,618292167.189438,16533.6175646659,0.902160660252735,-Inf,0.907935665893273,0.95285658201708,13.7429283555006+0i,9207458778054.45,8359780216837.73,847678561216.719,97206746707.4154,618292167.189438,"ols_step_forward_aic",0.0326120169874137,0.419959764864769,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig LandSlope Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF LowQualFinSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageCars GarageArea GarageQual GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",40,Inf,861855405781.631,33734.011960919,34236.0699476131,29496.0287259449,24780.6146953501,614078864.679403,16562.3750271553,0.90282737860631,-Inf,0.909029886354844,0.953430588115802,13.6960232682392+0i,9207458778054.45,8369855206631.75,837603571422.705,89998443082.0618,614078864.679403,"ols_step_backward_aic",0.0333124610407377,0.393299281663638,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual LotConfig GarageCond ScreenPorch Foundation OpenPorchSF WoodDeckSF GarageCars ExterCond RoofStyle GarageYrBlt",35,Inf,869153061855.298,33737.4446623447,34202.5089026507,29502.3807736442,24865.4814389233,618292167.189438,16533.6175646659,0.902160660252735,-Inf,0.907935665893273,0.95285658201708,13.7429283555006+0i,9207458778054.45,8359780216837.73,847678561216.719,97206746707.4154,618292167.189438,"ols_step_both_aic",0.0326120169874137,0.419959764864769,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual ScreenPorch GarageCond LotConfig Foundation OpenPorchSF WoodDeckSF GarageCars",32,Inf,877069899244.62,33739.7398686602,34167.8103625782,29511.940005092,24941.232889934,622065098.069927,16611.874968552,0.9015636268665,-Inf,0.906900945656855,0.952313470269561,13.7847955023975+0i,9207458778054.45,8350253072914.09,857205705140.36,105699405986.254,622065098.069927,"ols_step_forward_p",0.0332649812760493,0.395073482177432,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood HouseStyle OverallQual OverallCond YearBuilt RoofStyle Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageCars GarageArea GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",38,Inf,859065717771.804,33735.3428629966,34247.9704915157,29489.2059613761,24776.1136396341,613855807.084062,16496.6817790728,0.902862675524195,-Inf,0.909196269089878,0.953517838894417,13.6935355751542+0i,9207458778054.45,8371387168805.96,836071609248.492,88119864934.7995,613855807.084062,"ols_step_backward_p",0.0346874938299811,0.344069725186635,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType MSZoning Exterior1st BsmtQual ScreenPorch GarageCond LotConfig Foundation OpenPorchSF WoodDeckSF GarageCars",32,Inf,877069899244.62,33739.7398686602,34167.8103625782,29511.940005092,24941.232889934,622065098.069927,16611.874968552,0.9015636268665,-Inf,0.906900945656855,0.952313470269561,13.7847955023975+0i,9207458778054.45,8350253072914.09,857205705140.36,105699405986.254,622065098.069927,"ols_step_both_p",0.0332649812760493,0.395073482177432,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","BsmtUnfSF RoofStyle MasVnrArea BsmtFinType1 Fireplaces KitchenQual BsmtFinType2 WoodDeckSF BsmtFinSF1",9,2885971354192.49,2829450983363.84,35338.7852378903,35418.0575515789,31193.3541928854,44113.5678983169,1946006872.71941,31737.5027607271,0.692061394799826,0.686561577547209,0.694808959568256,0.833552013714955,24.3811729373188+0i,9207458778054.44,6397424853847.61,2810033924206.83,492109604142.124,1946006872.71941,"ols_step_best_subset",0.0455222821125394,0.0973555475541732,"target=SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars MSZoning FireplaceQu Functional LotArea YearRemodAdd HeatingQC ScreenPorch TotRmsAbvGrd KitchenAbvGr Foundation BsmtExposure GarageArea Exterior1st LotFrontage HalfBath WoodDeckSF GarageQual BsmtFinSF2 LowQualFinSF OpenPorchSF LotConfig MasVnrType BsmtFinSF1 KitchenQual BsmtFullBath EnclosedPorch BsmtQual FullBath LandSlope ExterCond YrSold X3SsnPorch",39,Inf,16.18414272317,-2289.11138964808,-1824.04714934204,-6515.66761970521,0.107147360293224,0.011480556817806,0.0742502929933765,0.928144314319238,-Inf,0.932385624524142,0.965601172598782,0.891111802348177+0i,232.788416463774,217.048573066562,15.739843397212,2.52382061705305,0.011480556817806,"ols_step_forward_aic",0.0401189908716627,0.191047851268861,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig LandSlope Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType ExterCond Foundation BsmtQual BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageCars GarageArea GarageQual WoodDeckSF OpenPorchSF EnclosedPorch X3SsnPorch ScreenPorch PoolArea PoolQC TotalIndoorSF",40,Inf,16.1881727018996,-2287.77767899088,-1817.42861777227,-6514.14354043577,0.107161969340416,0.0114836876729162,0.0742487528602483,0.928124718602386,-Inf,0.932416516462092,0.965617168686479,0.891233301322466+0i,232.788416463774,217.055764351879,15.7326521118952,2.49489384312505,0.0114836876729162,"ols_step_backward_aic",0.0408086227013448,0.176146171588556,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars MSZoning FireplaceQu Functional LotArea YearRemodAdd HeatingQC ScreenPorch TotRmsAbvGrd KitchenAbvGr Foundation BsmtExposure GarageArea Exterior1st LotFrontage HalfBath WoodDeckSF GarageQual BsmtFinSF2 LowQualFinSF OpenPorchSF LotConfig MasVnrType BsmtFinSF1 KitchenQual BsmtFullBath EnclosedPorch BsmtQual FullBath LandSlope ExterCond YrSold X3SsnPorch",39,Inf,16.18414272317,-2289.11138964808,-1824.04714934204,-6515.66761970521,0.107147360293224,0.011480556817806,0.0742502929933765,0.928144314319238,-Inf,0.932385624524142,0.965601172598782,0.891111802348177+0i,232.788416463774,217.048573066562,15.739843397212,2.52382061705305,0.011480556817806,"ols_step_both_aic",0.0401189908716627,0.191047851268861,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars MSZoning FireplaceQu Functional LotArea YearRemodAdd HeatingQC ScreenPorch TotRmsAbvGrd KitchenAbvGr BsmtExposure Foundation GarageArea Exterior1st LotFrontage HalfBath WoodDeckSF GarageQual BsmtFinSF2 LowQualFinSF OpenPorchSF BsmtFinSF1 MasVnrType LotConfig KitchenQual BsmtFullBath",32,Inf,16.3165405312411,-2284.04762632582,-1855.97713240776,-6511.84748989403,0.107575867381565,0.0115725672428961,0.0749721331628619,0.927568430040318,-Inf,0.93149574234424,0.965140270812611,0.894675564654269+0i,232.788416463775,216.841418803064,15.9469976607108,2.74482808611473,0.0115725672428961,"ols_step_forward_p",0.0394467526191437,0.206500790675572,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType Foundation BsmtQual BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageCars GarageArea GarageQual WoodDeckSF OpenPorchSF EnclosedPorch ScreenPorch TotalIndoorSF",34,Inf,16.2649917542718,-2286.71036331793,-1848.07022757473,-6514.17071717169,0.107408322422882,0.0115365477256978,0.0747218427985263,0.927793872686284,-Inf,0.93180807743056,0.965302065381899,0.893282144511228+0i,232.788416463775,216.914126793214,15.8742896705602,2.67795218263228,0.0115365477256978,"ols_step_backward_p",0.040815204054866,0.176008498327591,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars MSZoning FireplaceQu Functional LotArea YearRemodAdd HeatingQC ScreenPorch TotRmsAbvGrd KitchenAbvGr BsmtExposure Foundation GarageArea Exterior1st LotFrontage HalfBath WoodDeckSF GarageQual BsmtFinSF2 LowQualFinSF OpenPorchSF BsmtFinSF1 MasVnrType LotConfig KitchenQual BsmtFullBath",32,Inf,16.3165405312411,-2284.04762632582,-1855.97713240776,-6511.84748989403,0.107575867381565,0.0115725672428961,0.0749721331628619,0.927568430040318,-Inf,0.93149574234424,0.965140270812611,0.894675564654269+0i,232.788416463775,216.841418803064,15.9469976607108,2.74482808611473,0.0115725672428961,"ols_step_both_p",0.0394467526191437,0.206500790675572,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","BsmtCond FireplaceQu Neighborhood BsmtExposure Electrical HalfBath LotShape BsmtFullBath TotRmsAbvGrd",9,54.9099416514855,52.7973605220248,-642.583688368288,-462.899777340956,-4825.74636587455,0.191824187661616,0.036796518972039,0.142536454130433,0.769694175695363,0.764120816294868,0.774752368130331,0.880200186395306,1.59534305962671+0i,232.788416463775,180.35337692862,52.4350395351556,5.63604302901936,0.036796518972039,"ols_step_best_subset",0.0592500453643297,0.0119500994592904,"target=Log_SalePrice imb=0.8 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF ExterCond GarageCars HalfBath HouseStyle LandSlope GarageQual",35,Inf,884825772809.87,33755.501328836,34199.4262854917,29528.2154602921,25052.1498325397,627610211.232017,16828.1202083452,0.900686161099679,-Inf,0.906275546679518,0.951985055911866,13.8460983007923+0i,9207458778054.44,8344494737610.42,862964040444.023,101762130946.468,627610211.232017,"ols_step_forward_aic",0.0387881471703471,0.222555205083471,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea LandSlope Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea GarageQual GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",36,Inf,883398396836.249,33754.1210260357,34203.3308036041,29527.0128056109,25032.2298417071,626612530.848051,16848.1171881416,0.900844035313887,-Inf,0.906492590611723,0.952099044538814,13.8350887006956+0i,9207458778054.44,8346493160669.22,860965617385.222,100560158562.28,626612530.848051,"ols_step_backward_aic",0.0401504873492283,0.190346512573792,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF ExterCond GarageCars HalfBath HouseStyle LandSlope GarageQual GarageCars",36,Inf,884825772809.87,33755.501328836,34199.4262854917,29528.2154602921,25052.1498325397,627610211.232017,16828.1202083452,0.900686161099679,-Inf,0.906275546679518,0.951985055911866,13.8460983007923+0i,9207458778054.44,8344494737610.42,862964040444.023,101762130946.468,627610211.232017,"ols_step_both_aic",0.0387881471703471,0.222555205083471,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF",29,1049551649338.91,898944325234.634,33760.7252381182,34141.2323438231,29544.1666116122,25194.7806792476,634776973.475388,16916.9658668034,0.899552083517547,0.88601071428737,0.904377995771337,0.950987905165642,13.9249290892653+0i,9207458778054.45,8327023115844.08,880435662210.363,118957473083.487,634776973.475388,"ols_step_forward_p",0.0401171104849424,0.191089785793029,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",34,Inf,885224272012.946,33755.1834979809,34193.8236337241,29527.7231441272,25057.4958143353,627878096.485432,16838.1334084,0.900643770596106,-Inf,0.906167349581498,0.951928227116676,13.849052976936+0i,9207458778054.44,8343498517290.49,863960260763.955,103006154534.45,627878096.485432,"ols_step_backward_p",0.04083776869551,0.175537119049102,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF",29,1049551649338.91,898944325234.634,33760.7252381182,34141.2323438231,29544.1666116122,25194.7806792476,634776973.475388,16916.9658668034,0.899552083517547,0.88601071428737,0.904377995771337,0.950987905165642,13.9249290892653+0i,9207458778054.45,8327023115844.08,880435662210.363,118957473083.487,634776973.475388,"ols_step_both_p",0.0401171104849424,0.191089785793029,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","FireplaceQu HeatingQC FullBath Foundation Exterior2nd PoolQC ExterQual BsmtFinSF2",8,3646684010055.25,3387845795357.72,35624.3951561858,35761.8004999126,31455.0838111587,48472.2781305165,2349561747.16215,33714.8410892227,0.628202357660883,0.603942401702959,0.634326683958851,0.796446284415246,26.7901929512945+0i,9207458778054.45,5840536794371.09,3366921983683.36,243355699765.462,2349561747.16215,"ols_step_best_subset",0.0312280523612487,0.475551430442288,"target=SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr Foundation ScreenPorch TotRmsAbvGrd WoodDeckSF GarageArea BsmtExposure Exterior1st GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath LandSlope MasVnrType YrSold BsmtFinSF1 LowQualFinSF OpenPorchSF ExterCond EnclosedPorch X3SsnPorch PavedDrive",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_forward_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
