"selection_algorithm","predictors_chosen","num_predictors","PRESS","MSEP","AIC","SBC","SBIC","RMSE","MSE","MAE","Adj_Rsquare","Pred_Rquare","RSquare","Coef_Determ","Coef_Var","Total_SS","Reg_SS","Err_SS","RMS","EMS","Function_Used","KS_Stat","KS_Pvalues","Params","target_name"
"Backward (aic)","LotFrontage LotArea LandSlope Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType ExterCond Foundation BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageCars GarageArea GarageQual PavedDrive WoodDeckSF OpenPorchSF EnclosedPorch X3SsnPorch ScreenPorch YrSold TotalIndoorSF",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_backward_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr Foundation ScreenPorch TotRmsAbvGrd WoodDeckSF GarageArea BsmtExposure Exterior1st GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath LandSlope MasVnrType YrSold BsmtFinSF1 LowQualFinSF OpenPorchSF ExterCond EnclosedPorch X3SsnPorch PavedDrive",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_both_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr TotRmsAbvGrd ScreenPorch WoodDeckSF Foundation GarageArea Exterior1st BsmtExposure GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath",27,Inf,17.8905263170698,-2170.66712326119,-1811.29930120652,-6383.59918612152,0.112314165993311,0.0126144718827731,0.0775027459345059,0.92104725049298,-Inf,0.924623696249646,0.961573552178743,0.934082544018222+0i,232.788416463774,215.241686074837,17.5467303889374,3.26123766780056,0.0126144718827731,"ols_step_forward_p",0.0435474059595097,0.125811960753652,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea LandSlope Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType Foundation BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageArea GarageQual WoodDeckSF ScreenPorch YrSold TotalIndoorSF",31,Inf,17.6955848912251,-2178.7280873785,-1787.65133984842,-6394.98512118301,0.111785490038611,0.0124959957831723,0.0770078236075707,0.921788780848057,-Inf,0.92565371412118,0.962108992849137,0.929685707908006+0i,232.788416463774,215.481462304081,17.3069541596936,2.99279808755668,0.0124959957831723,"ols_step_backward_p",0.0449078657516706,0.10557005680263,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr TotRmsAbvGrd ScreenPorch WoodDeckSF Foundation GarageArea Exterior1st BsmtExposure GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath",26,Inf,17.9088508410667,-2170.15458153346,-1816.07158039137,-6383.22349566626,0.112370597293629,0.0126271511361268,0.0775639121975403,0.920967892282562,-Inf,0.924493689812853,0.961505948922238,0.93455186587176+0i,232.788416463774,215.211422082286,17.5769943814886,3.31094495511208,0.0126271511361268,"ols_step_both_p",0.0442238750821495,0.115381916249765,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","ExterCond LowQualFinSF BsmtFinSF2 GarageYrBlt PavedDrive TotRmsAbvGrd BedroomAbvGr GarageCars OpenPorchSF",9,83.5466944915654,82.5223728751181,-37.4288692114051,20.7041608268495,-4174.91560587708,0.237906477541692,0.0565994920562956,0.175563757745781,0.645749298101972,0.64110458861871,0.64793753167581,0.804945670014946,1.97859536074721+0i,232.788416463775,150.832351966259,81.9560644975161,16.7591502184732,0.0565994920562956,"ols_step_best_subset",0.0373599934562543,0.260588945948076,"target=Log_SalePrice imb=0.7 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF ExterCond GarageCars HalfBath HouseStyle LandSlope GarageQual",35,Inf,884825772809.87,33755.501328836,34199.4262854917,29528.2154602921,25052.1498325397,627610211.232017,16828.1202083452,0.900686161099679,-Inf,0.906275546679518,0.951985055911866,13.8460983007923+0i,9207458778054.44,8344494737610.42,862964040444.023,101762130946.468,627610211.232017,"ols_step_forward_aic",0.0387881471703471,0.222555205083471,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","LotFrontage LotArea LandSlope Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea GarageQual GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",36,Inf,883398396836.249,33754.1210260357,34203.3308036041,29527.0128056109,25032.2298417071,626612530.848051,16848.1171881416,0.900844035313887,-Inf,0.906492590611723,0.952099044538814,13.8350887006956+0i,9207458778054.44,8346493160669.22,860965617385.222,100560158562.28,626612530.848051,"ols_step_backward_aic",0.0401504873492283,0.190346512573792,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF ExterCond GarageCars HalfBath HouseStyle LandSlope GarageQual GarageCars",36,Inf,884825772809.87,33755.501328836,34199.4262854917,29528.2154602921,25052.1498325397,627610211.232017,16828.1202083452,0.900686161099679,-Inf,0.906275546679518,0.951985055911866,13.8460983007923+0i,9207458778054.44,8344494737610.42,862964040444.023,101762130946.468,627610211.232017,"ols_step_both_aic",0.0387881471703471,0.222555205083471,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF",29,1049551649338.91,898944325234.634,33760.7252381182,34141.2323438231,29544.1666116122,25194.7806792476,634776973.475388,16916.9658668034,0.899552083517547,0.88601071428737,0.904377995771337,0.950987905165642,13.9249290892653+0i,9207458778054.45,8327023115844.08,880435662210.363,118957473083.487,634776973.475388,"ols_step_forward_p",0.0401171104849424,0.191089785793029,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","LotFrontage LotArea Neighborhood HouseStyle OverallQual OverallCond YearBuilt Exterior1st MasVnrType MasVnrArea ExterQual ExterCond Foundation BsmtQual BsmtCond BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HalfBath BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Functional Fireplaces FireplaceQu GarageArea GarageCond WoodDeckSF OpenPorchSF ScreenPorch PoolQC TotalIndoorSF",34,Inf,885224272012.946,33755.1834979809,34193.8236337241,29527.7231441272,25057.4958143353,627878096.485432,16838.1334084,0.900643770596106,-Inf,0.906167349581498,0.951928227116676,13.849052976936+0i,9207458778054.44,8343498517290.49,863960260763.955,103006154534.45,627878096.485432,"ols_step_backward_p",0.04083776869551,0.175537119049102,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual LotArea GarageArea OverallCond YearBuilt BsmtExposure BsmtCond KitchenAbvGr Functional ExterQual LotFrontage BsmtFinSF2 BsmtFinSF1 BedroomAbvGr TotRmsAbvGrd PoolQC MasVnrArea MasVnrType Exterior1st GarageCond ScreenPorch BsmtQual WoodDeckSF Foundation OpenPorchSF",29,1049551649338.91,898944325234.634,33760.7252381182,34141.2323438231,29544.1666116122,25194.7806792476,634776973.475388,16916.9658668034,0.899552083517547,0.88601071428737,0.904377995771337,0.950987905165642,13.9249290892653+0i,9207458778054.45,8327023115844.08,880435662210.363,118957473083.487,634776973.475388,"ols_step_both_p",0.0401171104849424,0.191089785793029,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","YearBuilt OverallCond OverallQual Exterior2nd HalfBath ScreenPorch KitchenAbvGr BsmtFinType2 HeatingQC",9,3246067985926.28,3140172731567.08,35506.7017147392,35628.2525957283,31345.3828891743,46601.9664793337,2171743279.74094,32458.6300961137,0.656340578344554,0.64745234660587,0.66129380267864,0.813199731110777,25.7564884928549+0i,9207458778054.45,6088835428346.46,3118623349708,289944544206.974,2171743279.74094,"ols_step_best_subset",0.0312228812977678,0.475765919167106,"target=SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr Foundation ScreenPorch TotRmsAbvGrd WoodDeckSF GarageArea BsmtExposure Exterior1st GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath LandSlope MasVnrType YrSold BsmtFinSF1 LowQualFinSF OpenPorchSF ExterCond EnclosedPorch X3SsnPorch PavedDrive",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_forward_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","LotFrontage LotArea LandSlope Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType ExterCond Foundation BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageCars GarageArea GarageQual PavedDrive WoodDeckSF OpenPorchSF EnclosedPorch X3SsnPorch ScreenPorch YrSold TotalIndoorSF",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_backward_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr Foundation ScreenPorch TotRmsAbvGrd WoodDeckSF GarageArea BsmtExposure Exterior1st GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath LandSlope MasVnrType YrSold BsmtFinSF1 LowQualFinSF OpenPorchSF ExterCond EnclosedPorch X3SsnPorch PavedDrive",37,Inf,17.5883317657927,-2181.74383765455,-1758.95816464906,-6397.02128466109,0.111453014054851,0.0124217743419109,0.0762937189818495,0.922253325611756,-Inf,0.926415467411538,0.962504788253824,0.926920606907716+0i,232.788416463774,215.658789646279,17.1296268174951,2.7648562775164,0.0124217743419109,"ols_step_both_aic",0.0435412947026686,0.125909586407717,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt GarageCars FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr TotRmsAbvGrd ScreenPorch WoodDeckSF Foundation GarageArea Exterior1st BsmtExposure GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath",27,Inf,17.8905263170698,-2170.66712326119,-1811.29930120652,-6383.59918612152,0.112314165993311,0.0126144718827731,0.0775027459345059,0.92104725049298,-Inf,0.924623696249646,0.961573552178743,0.934082544018222+0i,232.788416463774,215.241686074837,17.5467303889374,3.26123766780056,0.0126144718827731,"ols_step_forward_p",0.0435474059595097,0.125811960753652,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","LotFrontage LotArea LandSlope Neighborhood OverallQual OverallCond YearBuilt YearRemodAdd Exterior1st MasVnrType Foundation BsmtExposure BsmtFinSF1 BsmtFinSF2 BsmtUnfSF HeatingQC LowQualFinSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Functional FireplaceQu GarageArea GarageQual WoodDeckSF ScreenPorch YrSold TotalIndoorSF",31,Inf,17.6955848912251,-2178.7280873785,-1787.65133984842,-6394.98512118301,0.111785490038611,0.0124959957831723,0.0770078236075707,0.921788780848057,-Inf,0.92565371412118,0.962108992849137,0.929685707908006+0i,232.788416463774,215.481462304081,17.3069541596936,2.99279808755668,0.0124959957831723,"ols_step_backward_p",0.0449078657516706,0.10557005680263,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (p-values)","OverallQual TotalIndoorSF Neighborhood OverallCond BsmtUnfSF YearBuilt FireplaceQu LotArea Functional YearRemodAdd HalfBath HeatingQC LotFrontage KitchenAbvGr TotRmsAbvGrd ScreenPorch WoodDeckSF Foundation GarageArea Exterior1st BsmtExposure GarageQual BsmtFinSF2 KitchenQual FullBath BsmtFullBath",26,Inf,17.9088508410667,-2170.15458153346,-1816.07158039137,-6383.22349566626,0.112370597293629,0.0126271511361268,0.0775639121975403,0.920967892282562,-Inf,0.924493689812853,0.961505948922238,0.93455186587176+0i,232.788416463774,215.211422082286,17.5769943814886,3.31094495511208,0.0126271511361268,"ols_step_both_p",0.0442238750821495,0.115381916249765,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Best Subset (SBIC)","LotFrontage HeatingQC PavedDrive BsmtExposure GarageYrBlt ExterCond YearBuilt",7,112.995634911384,111.760762588119,402.78336039785,450.346748610967,-3734.75318744481,0.276863240943504,0.0766532541857409,0.208844816928194,0.520234756328591,0.514599409077693,0.52253973690903,0.722869100812194,2.30258683896597+0i,232.788416463774,121.64119789445,111.147218569324,17.3773139849215,0.0766532541857409,"ols_step_best_subset",0.0279491280176681,0.619166573503524,"target=Log_SalePrice imb=0.65 vif=50 ordint=TRUE ordfact=FALSE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea MSZoning LotConfig WoodDeckSF Exterior1st OpenPorchSF ScreenPorch TotRmsAbvGrd GarageCars",27,Inf,887225031584.714,33759.6347186171,34182.4203916226,29523.2115138151,25120.0964733657,631019246.831202,16390.881695084,0.900146710966071,-Inf,0.905492322870426,0.951573603496034,13.8836517991697+0i,9207458778054.45,8337283236674.22,870175541380.228,106888246624.028,631019246.831202,"ols_step_forward_aic",0.0428549535497471,0.137273487776254,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageCars GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea YrSold TotalIndoorSF",30,Inf,881289765849.657,33760.7842722009,34220.5636915944,29517.0379486319,25073.3578511587,628673273.932261,16397.912903847,0.900517940704498,-Inf,0.906321629819198,0.952009259313794,13.857819782283+0i,9207458778054.45,8344919046219.38,862539731835.062,98175518190.8163,628673273.932261,"ols_step_backward_aic",0.0414883825007452,0.162368949472844,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr MasVnrType MasVnrArea PoolArea MSZoning LotConfig WoodDeckSF Exterior1st OpenPorchSF ScreenPorch TotRmsAbvGrd GarageCars",27,Inf,887225031584.714,33759.6347186171,34182.4203916226,29523.2115138151,25120.0964733657,631019246.831202,16390.881695084,0.900146710966071,-Inf,0.905492322870426,0.951573603496034,13.8836517991697+0i,9207458778054.45,8337283236674.22,870175541380.228,106888246624.028,631019246.831202,"ols_step_both_aic",0.0428549535497471,0.137273487776254,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea MSZoning LotConfig WoodDeckSF Exterior1st OpenPorchSF ScreenPorch TotRmsAbvGrd",26,Inf,888407334536.185,33760.5962715328,34178.0971236257,29524.017293207,25136.5095650179,631844113.112237,16396.0678645331,0.900016183075538,-Inf,0.905300159673467,0.951472626865044,13.8927231675734+0i,9207458778054.45,8335513901959.56,871944876094.888,108253427298.176,631844113.112237,"ols_step_forward_p",0.0407959300909826,0.176411923784788,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType MasVnrArea ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BedroomAbvGr KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces FireplaceQu GarageArea WoodDeckSF OpenPorchSF ScreenPorch PoolArea TotalIndoorSF",28,Inf,883168038650.647,33761.9318158425,34211.1415934109,29517.8454294789,25099.3709875635,629978423.971344,16393.4188223145,0.900311412100593,-Inf,0.90599030900907,0.951835232069642,13.8721970092348+0i,9207458778054.45,8341868423517.82,865590354536.627,100504438837.564,629978423.971344,"ols_step_backward_p",0.0401349741587856,0.190691697025518,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Stepwise (p-values)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF KitchenQual ExterQual LotArea GarageArea YearRemodAdd KitchenAbvGr Foundation LotFrontage BsmtFinSF2 YearBuilt BsmtFinSF1 BedroomAbvGr PoolArea MasVnrType MasVnrArea MSZoning LotConfig WoodDeckSF Exterior1st OpenPorchSF ScreenPorch TotRmsAbvGrd",26,Inf,888407334536.185,33760.5962715328,34178.0971236257,29524.017293207,25136.5095650179,631844113.112237,16396.0678645331,0.900016183075538,-Inf,0.905300159673467,0.951472626865044,13.8927231675734+0i,9207458778054.45,8335513901959.56,871944876094.888,108253427298.176,631844113.112237,"ols_step_both_p",0.0407959300909826,0.176411923784788,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Best Subset (SBIC)","GarageArea LotFrontage ExterQual GarageCars FullBath RoofStyle BsmtFinSF1 TotRmsAbvGrd KitchenQual MasVnrArea",10,2056813090824.94,1967407246115.86,34817.9894601106,34923.685878362,30664.6548281146,36835.9022106546,1356883691.67291,25642.5556310776,0.785284997041804,0.776614466553219,0.787937618904019,0.887658503538393,20.358872448728+0i,9207458778054.45,7254903145737.14,1952555632317.32,403050174763.174,1356883691.67291,"ols_step_best_subset",0.037318624948407,0.261757808795269,"target=SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","SalePrice"
"Forward (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea MSZoning Fireplaces YearBuilt LotArea KitchenQual KitchenAbvGr TotRmsAbvGrd Exterior1st ScreenPorch WoodDeckSF LotFrontage BsmtFinSF2 Foundation HalfBath LotConfig MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath ExterQual BsmtFinSF1 GarageYrBlt",31,Inf,19.4293665135165,-2022.44810998013,-1578.52315332437,-6258.21688761487,0.117558986172064,0.0138201152298036,0.0810388931195289,0.913501246343341,-Inf,0.918369398573846,0.958315917938258,0.977702108230446+0i,232.788416463775,213.785758022795,19.0026584409799,2.60714339052189,0.0138201152298036,"ols_step_forward_aic",0.0449454734860772,0.105051258127297,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (aic)","MSZoning LotFrontage LotArea LotConfig Neighborhood OverallQual YearBuilt YearRemodAdd Exterior1st MasVnrType ExterQual Foundation BsmtFinSF1 BsmtFinSF2 BsmtUnfSF BsmtFullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd Fireplaces GarageYrBlt GarageCars GarageArea WoodDeckSF OpenPorchSF X3SsnPorch ScreenPorch YrSold TotalIndoorSF",30,Inf,19.4368708695908,-2022.8622849096,-1584.22214916641,-6258.79938294941,0.117580187679233,0.0138251005346836,0.0811152406591527,0.913470043806202,-Inf,0.918280562990621,0.958269566975087,0.977878434676694+0i,232.788416463775,213.76507812805,19.0233383357246,2.6390750386179,0.0138251005346836,"ols_step_backward_aic",0.0456285239622381,0.0959906073797396,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Stepwise (aic)","TotalIndoorSF OverallQual Neighborhood BsmtUnfSF YearRemodAdd GarageArea MSZoning Fireplaces YearBuilt LotArea KitchenQual KitchenAbvGr TotRmsAbvGrd Exterior1st ScreenPorch WoodDeckSF LotFrontage BsmtFinSF2 Foundation HalfBath LotConfig MasVnrType GarageCars OpenPorchSF X3SsnPorch YrSold FullBath BsmtFullBath ExterQual BsmtFinSF1 FullBath GarageYrBlt",32,Inf,19.4293665135165,-2022.44810998013,-1578.52315332437,-6258.21688761487,0.117558986172064,0.0138201152298036,0.0810388931195289,0.913501246343341,-Inf,0.918369398573846,0.958315917938258,0.977702108230446+0i,232.788416463775,213.785758022795,19.0026584409799,2.60714339052189,0.0138201152298036,"ols_step_both_aic",0.0449454734860772,0.105051258127297,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Forward (p-values)","OverallQual TotalIndoorSF Neighborhood BsmtUnfSF YearRemodAdd GarageArea MSZoning Fireplaces YearBuilt LotArea KitchenAbvGr TotRmsAbvGrd KitchenQual Exterior1st ScreenPorch WoodDeckSF LotFrontage BsmtFinSF2 Foundation HalfBath LotConfig MasVnrType GarageCars OpenPorchSF",24,Inf,19.6275873890178,-2018.50420112958,-1622.14263268694,-6251.46127124834,0.118061243262648,0.0139384571607221,0.0820794175877028,0.912760555736963,-Inf,0.917131509361673,0.95766983316886,0.981879226733479+0i,232.788416463775,213.497591753335,19.2908247104394,2.92462454456624,0.0139384571607221,"ols_step_forward_p",0.0456294641555983,0.0959785998983879,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
"Backward (p-values)","MSZoning LotFrontage LotArea LotConfig Neighborhood HouseStyle OverallQual YearBuilt YearRemodAdd Exterior1st Exterior2nd MasVnrType ExterQual Foundation BsmtFinSF2 BsmtUnfSF BsmtFullBath FullBath HalfBath KitchenAbvGr KitchenQual TotRmsAbvGrd FireplaceQu GarageCars GarageArea WoodDeckSF OpenPorchSF ScreenPorch TotalIndoorSF",29,Inf,18.9923349032806,-2013.57300253795,-1463.95162763082,-6292.64843624144,0.117166092778496,0.0137278932969792,0.080093015040521,0.914078454428547,-Inf,0.92009355233403,0.959215070948132,0.974434534123953+0i,232.788416463775,214.187121046368,18.6012954174067,2.09987373574871,0.0137278932969792,"ols_step_backward_p",0.0456680120833651,0.0954873710479509,"target=Log_SalePrice imb=0.8 vif=60 ordint=FALSE ordfact=TRUE pin=0.05 pout=0.1","Log_SalePrice"
